sl_no,state,start_date,physical_progress,report_month
328,Madhya Pradesh,"12/2023
04/2024",58.0,
329,Meghalaya,"09/2009
09/2014",95.0,
330,Mizoram,"09/2009
06/2014",4.0,
331,Nagaland,"09/2009
12/2014",98.0,
332,Odisha,"10/2018
09/2019",98.5,
333,Odisha,"02/2024
05/2024",7.0,
334,Odisha,"09/2023
01/2024",42.0,
335,Puducherry,"09/2009
07/2013",98.5,
336,Punjab,"10/2019
07/2020",91.7,
337,Punjab,"08/2024
04/2025",45.0,
338,Sikkim,"08/2020
01/2022",95.0,
339,Sikkim,"02/2024
03/2024",34.5,
340,Telangana,"09/2022
11/2022",87.44,
341,Uttar Pradesh,"06/2020
06/2020",99.0,
342,Uttarakhand,"06/2020
04/2024",56.0,
343,West Bengal,"06/2018
04/2019",96.0,
344,Manipur,"NA
01/2022",97.0,
345,Assam,"03/2023
03/2023",75.5,
346,Assam,"03/2023
03/2023",82.4,
347,Gujarat,"05/2023
05/2023",66.0,
348,Maharashtra,"06/2017
06/2017",79.5,
349,Maharashtra,"05/2023
05/2023",57.9,
350,Mizoram,"07/2024
07/2024",32.0,
351,"Multi-States
(Andhra Pradesh,
Odisha)","09/2019
09/2019",97.6,
352,"Multi-States
(Assam, Bihar,
Jharkhand,
Odisha, West
Bengal)","01/2019
01/2019",92.4,
353,"Multi-States
(Gujarat, Haryana,
Rajasthan)","12/2021
12/2021",91.4,
354,"Multi-States
(Gujarat, Madhya
Pradesh, Uttar
Pradesh)","12/2018
12/2018",95.2,
355,"Multi-States
(Karnataka, Tamil
Nadu)","11/2012
11/2012",82.6,
356,Rajasthan,"10/2017
10/2017",91.9,
357,Rajasthan,"12/2023
12/2023",89.8,
358,Tamil Nadu,"01/2022
01/2022",76.2,
359,Tripura,"06/2022
06/2022",97.0,
360,Uttar Pradesh,"09/2022
09/2022",75.0,
361,Andhra Pradesh,"03/2016
03/2016",96.5,
362,Andhra Pradesh,"09/2025
09/2025",10.5,
363,Andhra Pradesh,"09/2021
09/2021",91.6,
364,Assam,"07/2020
07/2020",84.6,
365,Assam,"01/2018
01/2018",94.3,
366,Assam,"05/2021
05/2021",94.9,
367,Assam,"12/2020
12/2020",92.4,
368,Assam,"12/2022
12/2022",60.6,
369,Assam,"10/2025
10/2025",5.7,
370,Assam,"04/2022
04/2022",81.2,
371,Assam,"06/2022
06/2022",56.0,
372,Assam,"01/2023
01/2023",54.1,
373,Assam,"09/2023
09/2023",55.7,
374,Assam,"08/2021
08/2021",76.3,
375,Assam,"04/2023
04/2023",99.0,
376,Bihar,"10/2023
10/2023",51.0,
377,Bihar,"01/2020
01/2020",90.9,
378,Bihar,"01/2022
01/2022",60.8,
379,Bihar,"12/2022
12/2022",33.3,
380,Bihar,"12/2022
12/2022",30.1,
381,Chhattisgarh,"06/2022
06/2022",2.2,
382,Gujarat,"08/2021
08/2021",87.5,
383,Gujarat,"02/2017
02/2017",95.9,
384,Gujarat,"04/2021
04/2021",90.0,
385,Gujarat,"09/2020
09/2020",88.3,
386,Gujarat,"01/2022
01/2022",84.1,
387,Gujarat,"01/2022
01/2022",42.0,
388,Gujarat,"05/2022
05/2022",97.1,
389,Gujarat,"07/2021
07/2021",93.5,
390,Gujarat,"08/2022
08/2022",64.0,
391,Gujarat,"11/2022
11/2022",67.7,
392,Haryana,"06/2019
06/2019",65.0,
393,Haryana,"03/2022
03/2022",85.9,
394,Haryana,"05/2025
05/2025",35.3,
395,Haryana,"02/2021
02/2021",93.2,
396,Haryana,"12/2020
12/2020",87.1,
397,"Jammu and
Kashmir","03/2022
03/2022",0.6,
398,Jharkhand,"11/2019
11/2019",65.3,
399,Jharkhand,"02/2023
02/2023",56.5,
400,Karnataka,"10/2023
10/2023",82.5,
401,Karnataka,"03/2024
03/2024",47.4,
402,Karnataka,"01/2022
01/2022",83.0,
403,Kerala,"09/2024
09/2024",36.2,
404,Kerala,"12/2023
12/2023",32.2,
405,Madhya Pradesh,"05/2024
05/2024",65.2,
406,Madhya Pradesh,"05/2023
05/2023",25.5,
407,Maharashtra,"04/2021
04/2021",90.7,
408,Maharashtra,"12/2024
12/2024",10.7,
409,Maharashtra,"05/2025
05/2025",4.4,
410,Maharashtra,"06/2025
06/2025",6.1,
411,Maharashtra,"04/2025
04/2025",0.0,
412,Maharashtra,"06/2024
06/2024",85.0,
413,Maharashtra,"03/2022
03/2022",3.4,
414,Maharashtra,"04/2022
04/2022",70.9,
415,Maharashtra,"08/2022
08/2022",97.8,
416,Maharashtra,"05/2023
05/2023",80.6,
417,"Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","09/2024
09/2024",34.0,
418,"Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","04/2020
04/2020",87.6,
419,"Multi-States
(Assam, Bihar,
West Bengal)","12/2024
12/2024",24.0,
420,"Multi-States
(Bihar, Jharkhand)","06/2022
06/2022",37.0,
421,"Multi-States
(Chhattisgarh,
Madhya Pradesh,
Maharashtra,
Odisha)","06/2020
06/2020",98.9,
422,"Multi-States
(Gujarat, Haryana,
Punjab,
Rajasthan)","07/2011
07/2011",90.2,
423,"Multi-States
(Jammu and
Kashmir, Punjab)","07/2023
07/2023",47.6,
424,"Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
06/2009",96.6,
425,"Multi-States
(Karnataka,
Maharashtra)","01/2006
01/2006",47.0,
426,"Multi-States
(Odisha, West
Bengal)","03/2020
03/2020",93.7,
427,"Multi-States
(Punjab,
Rajasthan)","12/2022
12/2022",30.8,
428,Nagaland,"08/2023
08/2023",41.0,
429,Odisha,"07/2020
07/2020",93.9,
430,Odisha,"02/2022
02/2022",5.9,
431,Odisha,"04/2021
04/2021",80.9,
432,Offshore,"12/2015
12/2015",90.0,
433,Offshore,"09/2024
09/2024",53.8,
434,Offshore,"08/2025
08/2025",11.3,
435,Offshore,"06/2022
06/2022",99.9,
436,Offshore,"06/2022
06/2022",92.7,
437,Offshore,"06/2024
06/2024",97.6,
438,Offshore,"05/2023
05/2023",40.4,
439,Punjab,"05/2020
05/2020",95.8,
440,Punjab,"03/2022
03/2022",2.0,
441,Tamil Nadu,"09/2021
09/2021",10.2,
442,Tamil Nadu,"01/2024
01/2024",70.6,
443,Tamil Nadu,"12/2022
12/2022",25.4,
444,Telangana,"03/2025
03/2025",24.7,
445,Tripura,"03/2022
03/2022",68.9,
446,Uttar Pradesh,"09/2025
09/2025",54.0,
447,Uttar Pradesh,"09/2025
09/2025",54.0,
448,Uttar Pradesh,"04/2022
04/2022",52.3,
449,Uttar Pradesh,"12/2022
12/2022",17.9,
450,West Bengal,"03/2017
03/2017",94.7,
451,West Bengal,"09/2024
09/2024",11.2,
452,West Bengal,"11/2021
11/2021",87.9,
453,West Bengal,"11/2022
11/2022",95.0,
454,West Bengal,"06/2022
06/2022",36.3,
455,West Bengal,"03/2022
03/2022",2.8,
456,West Bengal,"12/2022
12/2022",43.6,
457,Bihar,"09/2020
09/2020",0.0,
458,Bihar,"03/2019
10/2022",50.0,
459,Chhattisgarh,"02/2023
10/2023",54.0,
460,Chhattisgarh,"10/2023
10/2023",82.0,
461,Chhattisgarh,"02/2020
09/2024",59.0,
462,Delhi,"09/2025
09/2025",0.0,
463,Delhi,"10/2016
06/2022",61.0,
464,Gujarat,"01/2019
01/2019",93.7,
465,Gujarat,"09/2022
09/2022",87.5,
466,Gujarat,"04/2022
10/2022",78.0,
467,Haryana,"02/2019
02/2019",57.2,
468,"Jammu and
Kashmir","01/2019
03/2019",76.0,
469,Jharkhand,"09/2023
02/2024",40.0,
470,Jharkhand,"06/2018
03/2023",57.0,
471,Madhya Pradesh,"12/2021
11/2022",84.0,
472,Madhya Pradesh,"08/2023
10/2023",43.0,
473,Punjab,"11/2019
07/2027",0.0,
474,Punjab,"01/2020
03/2026",1.0,
475,Sikkim,"10/2018
12/2018",92.0,
476,Tamil Nadu,"12/2018
12/2018",48.0,
477,Telangana,"12/2018
07/2022",87.21,
478,Uttarakhand,"10/2022
02/2024",60.0,
479,Uttarakhand,"08/2021
04/2023",84.0,
480,Andhra Pradesh,"02/2021
04/2023",88.0,
481,Assam,"12/2017
10/2021",98.0,
482,Gujarat,"06/2022
04/2023",21.0,
483,Gujarat,"08/2022
10/2023",46.0,
484,Karnataka,"02/2015
10/2024",23.0,
485,Karnataka,"07/2019
03/2025",10.0,
486,Maharashtra,"05/2018
03/2023",78.0,
487,Maharashtra,"10/2013
08/2022",65.5,
488,Maharashtra,"12/2008
06/2009",89.0,
489,Odisha,"12/2010
02/2025",7.2,
490,Uttarakhand,"02/2021
12/2021",84.0,
491,"Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)","01/2018
02/2018",81.2,
492,Gujarat,"10/2022
03/2024",60.0,
493,Gujarat,"09/2021
09/2021",91.0,
494,Karnataka,"12/2023
06/2024",58.0,
495,Maharashtra,"12/2019
01/2020",88.0,
496,Odisha,"05/2022
01/2023",70.0,
497,Gujarat,"02/2019
01/2022",76.12,
498,Haryana,"05/2018
12/2021",60.0,
499,Andhra Pradesh,"08/2024
10/2025",6.14,
500,Andhra Pradesh,"08/2024
10/2025",3.0,
501,Andhra Pradesh,"12/2020
02/2024",39.14,
502,Karnataka,"12/2020
02/2023",23.18,
503,Kerala,"08/2024
10/2025",1.0,
504,Telangana,"08/2024
02/2026",0.3,
505,Uttar Pradesh,"08/2024
04/2026",6.5,
506,Chhattisgarh,"08/2021
07/2022",20.3,
507,Chhattisgarh,"07/2024
08/2024",79.73,
508,Chhattisgarh,"10/2023
12/2023",67.07,
509,Chhattisgarh,"11/2023
01/2024",89.99,
510,Chhattisgarh,"11/2015
09/2020",94.1,
511,Chhattisgarh,"01/2009
10/2021",82.17,
512,Jharkhand,"03/2015
10/2015",59.78,
513,Jharkhand,"01/2025
02/2025",47.5,
514,Jharkhand,"01/2025
02/2025",39.92,
515,Jharkhand,"08/2023
10/2023",97.3,
516,Jharkhand,"03/2024
04/2024",44.17,
517,Jharkhand,"11/2023
12/2023",61.84,
518,Karnataka,"11/2014
06/2024",63.1,
519,West Bengal,"09/2023
09/2023",33.66,
520,West Bengal,"07/2024
08/2024",57.55,
521,West Bengal,"09/2024
10/2024",38.12,
522,West Bengal,"11/2024
12/2024",66.37,
523,West Bengal,"07/2024
12/2024",24.8,
524,West Bengal,"01/2025
02/2025",22.5,
525,Andhra Pradesh,"03/2012
12/2016",55.01,
526,Andhra Pradesh,"03/2023
06/2023",3.03,
527,Andhra Pradesh,"07/2023
07/2023",0.23,
528,Andhra Pradesh,"01/2014
10/2017",65.0,
529,Andhra Pradesh,"04/2023
05/2024",15.0,
530,Andhra Pradesh,"04/2023
03/2024",75.0,
531,Andhra Pradesh,"04/2025
04/2025",0.05,
532,Andhra Pradesh,"10/2024
10/2024",0.16,
533,Andhra Pradesh,"05/2016
07/2014",75.0,
534,Andhra Pradesh,"03/2009
09/2013",30.01,
535,Andhra Pradesh,"03/2017
11/2017",94.01,
536,Andhra Pradesh,"08/2016
04/2018",96.0,
537,Assam,"09/2025
09/2025",0.0,
538,Assam,"09/2016
09/2016",95.13,
539,Assam,"09/2020
09/2018",89.0,
540,Assam,"09/2018
01/2022",0.0,
541,Assam,"09/2018
01/2022",0.0,
542,Bihar,"12/2023
08/1997",84.2,
543,Bihar,"06/2024
06/2024",0.0,
544,Bihar,"11/2024
11/2025",0.0,
545,Bihar,"04/2019
12/1998",55.7,
546,Bihar,"10/2007
10/2004",75.3,
547,Bihar,"06/2018
03/2009",46.7,
548,Bihar,"08/2002
03/2002",98.0,
549,Bihar,"06/2010
01/2011",86.26,
550,Bihar,"11/2015
12/2015",97.0,
551,Bihar,"03/2018
03/2017",92.8,
552,Bihar,"03/2018
03/2017",99.0,
553,Bihar,"03/2016
05/2017",98.5,
554,Bihar,"10/2022
08/2025",56.7,
555,Bihar,"03/2023
03/2023",0.1,
556,Chhattisgarh,"03/2016
01/2014",95.1,
557,Chhattisgarh,"02/2013
03/2013",97.6,
558,Chhattisgarh,"07/2011
05/2021",100.0,
559,Chhattisgarh,"12/2022
05/2024",15.0,
560,Chhattisgarh,"04/2025
04/2025",0.0,
561,Chhattisgarh,"07/2009
11/2009",98.0,
562,Chhattisgarh,"07/2009
12/2009",82.0,
563,Chhattisgarh,"04/2014
04/2014",82.0,
564,Chhattisgarh,"06/2022
04/2022",27.0,
565,Chhattisgarh,"09/2022
05/2024",16.0,
566,Chhattisgarh,"09/2022
05/2024",7.0,
567,Chhattisgarh,"09/2022
05/2024",65.0,
568,Chhattisgarh,"09/2022
05/2024",33.0,
569,Chhattisgarh,"09/2022
05/2025",8.0,
570,Delhi,"01/2023
06/2024",3.0,
571,Delhi,"02/2008
03/2013",80.0,
572,Delhi,"03/2013
03/2013",23.0,
573,Goa,"NA
04/2026",0.0,
574,Gujarat,"07/2023
07/2022",9.0,
575,Gujarat,"02/2023
02/2023",5.0,
576,Gujarat,"05/2022
05/2022",17.0,
577,Gujarat,"02/2023
02/2023",12.0,
578,Gujarat,"05/2022
05/2022",31.0,
579,Gujarat,"08/2023
08/2023",35.0,
580,Gujarat,"05/2022
02/2023",53.0,
581,Gujarat,"11/2022
03/2023",10.0,
582,Gujarat,"01/2023
04/2023",88.0,
583,Gujarat,"02/2023
02/2023",21.0,
584,Gujarat,"01/2023
11/2023",31.4,
585,Gujarat,"07/2023
07/2023",16.0,
586,Gujarat,"09/2025
09/2025",0.0,
587,Gujarat,"12/2025
12/2025",0.0,
588,Gujarat,"01/2017
01/2017",45.0,
589,Gujarat,"09/2012
04/2008",64.0,
590,Gujarat,"10/2021
12/2021",81.0,
591,Gujarat,"05/2022
10/2023",8.0,
592,Gujarat,"10/2022
07/2025",21.0,
593,Haryana,"02/2023
02/2023",72.0,
594,Jharkhand,"11/2022
11/2022",71.5,
595,Jharkhand,"06/2025
06/2025",0.0,
596,Jharkhand,"03/2019
03/2019",0.1,
597,Jharkhand,"01/2018
01/2018",66.5,
598,Jharkhand,"08/2021
03/2019",10.0,
599,Jharkhand,"11/2022
11/2022",71.5,
600,Karnataka,"03/2019
12/2025",0.3,
601,Karnataka,"04/2019
10/2019",56.5,
602,Karnataka,"03/2008
05/2009",70.0,
603,Karnataka,"02/1999
07/2026",0.0,
604,Karnataka,"04/2013
08/2017",34.5,
605,Karnataka,"01/2014
11/2016",84.2,
606,Karnataka,"01/1999
01/2000",4.7,
607,Karnataka,"10/2013
11/2012",36.0,
608,Karnataka,"10/2013
01/2017",15.5,
609,Karnataka,"02/2018
06/2022",85.5,
610,Karnataka,"09/2019
02/2023",13.5,
611,Karnataka,"06/2019
09/2022",0.3,
612,Karnataka,"10/2020
10/2020",19.95,
613,Karnataka,"09/2020
03/2025",0.0,
614,Kerala,"04/2023
04/2023",30.5,
615,Kerala,"04/2023
04/2023",25.0,
616,Madhya Pradesh,"01/2007
03/1998",74.0,
617,Madhya Pradesh,"11/2015
08/2017",86.0,
618,Madhya Pradesh,"03/2016
03/2017",81.1,
619,Madhya Pradesh,"03/2016
09/2017",95.0,
620,Madhya Pradesh,"08/2019
10/2020",36.0,
621,Madhya Pradesh,"10/2021
10/2021",94.0,
622,Maharashtra,"01/2019
04/2023",25.0,
623,Maharashtra,"12/2017
04/2008",50.0,
624,Maharashtra,"05/2023
05/2023",2.02,
625,Maharashtra,"08/2022
01/2026",10.0,
626,Maharashtra,"04/2023
07/2023",23.0,
627,Maharashtra,"04/2025
04/2025",1.0,
628,Maharashtra,"12/2023
12/2023",0.19,
629,Maharashtra,"10/2024
10/2024",0.0,
630,Maharashtra,"01/2025
01/2025",24.0,
631,Maharashtra,"01/1999
10/2002",98.0,
632,Maharashtra,"03/2016
03/1999",60.0,
633,Maharashtra,"05/2017
03/2012",66.0,
634,Maharashtra,"02/2008
04/2013",47.0,
635,Maharashtra,"09/2015
09/2015",73.0,
636,Maharashtra,"09/2015
05/2016",88.0,
637,Maharashtra,"03/2016
12/2016",98.0,
638,Maharashtra,"10/2017
03/2017",92.0,
639,Maharashtra,"04/2017
05/2018",88.0,
640,Maharashtra,"05/2017
04/2018",100.0,
641,Maharashtra,"08/2018
12/2023",12.0,
642,Maharashtra,"10/2019
04/2020",80.0,
643,Maharashtra,"05/2008
04/2008",90.0,
644,Maharashtra,"04/2019
04/2019",22.0,
645,Maharashtra,"11/2016
12/2016",75.0,
646,Manipur,"03/2013
12/2007",72.1,
647,Meghalaya,"04/2011
03/2010",2.04,
648,"Multi-States
(Andhra Pradesh,
Karnataka)","04/2012
10/2018",21.0,
649,"Multi-States
(Andhra Pradesh,
Karnataka)","03/2008
07/2010",72.0,
650,"Multi-States
(Andhra Pradesh,
Karnataka)","04/2016
04/2016",89.03,
651,"Multi-States
(Andhra Pradesh,
Maharashtra,
Telangana)","08/2023
08/2023",2.08,
652,"Multi-States
(Andhra Pradesh,
Odisha)","06/2016
11/2016",97.0,
653,"Multi-States
(Andhra Pradesh,
Odisha)","12/2015
01/2016",73.0,
654,"Multi-States
(Andhra Pradesh,
Tamil Nadu)","07/2008
10/2008",16.5,
655,"Multi-States
(Andhra Pradesh,
Telangana)","02/2024
03/2025",2.04,
656,"Multi-States
(Andhra Pradesh,
Telangana)","08/2023
08/2023",2.5,
657,"Multi-States
(Andhra Pradesh,
Telangana)","11/2024
11/2024",0.16,
658,"Multi-States
(Andhra Pradesh,
Telangana)","03/2013
08/2014",95.01,
659,"Multi-States
(Andhra Pradesh,
Telangana)","04/2016
04/2016",95.01,
660,"Multi-States
(Arunachal
Pradesh, Assam)","02/2011
03/2023",68.0,
661,"Multi-States
(Assam,
Meghalaya)","08/2010
03/2007",86.16,
662,"Multi-States
(Assam,
Nagaland)","02/2024
01/2025",10.0,
663,"Multi-States
(Assam,
Nagaland)","08/2015
02/2016",43.0,
664,"Multi-States
(Bihar, Delhi,
Jharkhand, Uttar
Pradesh, West
Bengal)","09/2019
09/2019",0.0,
665,"Multi-States
(Bihar, Jharkhand)","08/2023
08/2023",17.5,
666,"Multi-States
(Bihar, Jharkhand)","11/2004
03/2002",95.5,
667,"Multi-States
(Bihar, Jharkhand)","03/2014
03/2022",61.8,
668,"Multi-States
(Bihar, Uttar
Pradesh)","05/2022
06/2023",20.0,
669,"Multi-States
(Bihar, Uttar
Pradesh)","08/2023
03/2024",26.4,
670,"Multi-States
(Bihar, Uttar
Pradesh)","03/2013
12/2015",95.9,
671,"Multi-States
(Bihar, West
Bengal)","08/2022
08/2022",65.0,
672,"Multi-States
(Chhattisgarh,
Maharashtra)","10/2025
10/2025",0.0,
673,"Multi-States
(Chhattisgarh,
Maharashtra)","09/2016
12/2016",96.0,
674,"Multi-States
(Chhattisgarh,
Odisha)","09/2024
09/2024",4.0,
675,"Multi-States
(Chhattisgarh,
Odisha)","12/2015
03/2016",94.46,
676,"Multi-States
(Chhattisgarh,
Odisha)","09/2016
09/2016",97.0,
677,"Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","03/2015
09/2017",59.86,
678,"Multi-States (Delhi,
Gujarat, Madhya
Pradesh,
Maharashtra,
Rajasthan)","09/2019
09/2019",66.32,
679,"Multi-States (Goa,
Karnataka)","03/2010
07/2012",86.13,
680,"Multi-States (Goa,
Karnataka)","07/2015
05/2018",99.65,
681,"Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
01/2012",96.0,
682,"Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
06/2012",55.0,
683,"Multi-States
(Gujarat, Madhya
Pradesh)","11/2008
01/2014",80.3,
684,"Multi-States
(Gujarat,
Maharashtra)","09/2019
03/2023",93.0,
685,"Multi-States
(Gujarat,
Rajasthan)","07/2022
07/2022",37.0,
686,"Multi-States
(Gujarat,
Rajasthan)","02/2024
02/2024",30.0,
687,"Multi-States
(Haryana,
Himachal Pradesh)","02/2018
02/2018",43.0,
688,"Multi-States
(Haryana,
Rajasthan)","02/2023
12/2022",73.0,
689,"Multi-States
(Himachal
Pradesh, Punjab)","03/1983
05/1985",84.0,
690,"Multi-States
(Himachal
Pradesh, Punjab)","03/2009
04/2015",63.0,
691,"Multi-States
(Jharkhand,
Odisha)","03/2016
02/2017",92.0,
692,"Multi-States
(Jharkhand,
Odisha, West
Bengal)","08/2024
12/2024",0.0,
693,"Multi-States
(Jharkhand, West
Bengal)","09/2024
07/2025",0.0,
694,"Multi-States
(Jharkhand, West
Bengal)","09/2016
01/2018",97.5,
695,"Multi-States
(Karnataka, Tamil
Nadu)","04/2019
02/2019",88.0,
696,"Multi-States
(Kerala, Tamil
Nadu)","08/2017
03/2016",56.0,
697,"Multi-States
(Madhya Pradesh,
Maharashtra)","04/2008
03/2010",83.0,
698,"Multi-States
(Madhya Pradesh,
Maharashtra)","09/2016
09/2016",55.0,
699,"Multi-States
(Madhya Pradesh,
Rajasthan)","10/2015
05/2023",8.0,
700,"Multi-States
(Madhya Pradesh,
Rajasthan)","03/2011
07/2018",92.0,
701,"Multi-States
(Madhya Pradesh,
Rajasthan)","03/2001
10/2004",81.0,
702,"Multi-States
(Madhya Pradesh,
Rajasthan)","04/2017
09/2021",60.0,
703,"Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","12/2015
03/2018",95.48,
704,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","09/2016
03/2018",96.0,
705,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","03/2018
04/2019",68.0,
706,"Multi-States
(Maharashtra,
Telangana)","09/2016
10/2016",94.7,
707,"Multi-States
(Odisha, West
Bengal)","03/2019
03/2017",77.0,
708,"Multi-States
(Puducherry, Tamil
Nadu)","07/2008
01/2019",80.0,
709,"Multi-States
(Sikkim, West
Bengal)","10/2009
05/2010",93.0,
710,"Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
12/2017",31.85,
711,Odisha,"10/2021
10/2021",38.0,
712,Odisha,"08/2022
07/2022",82.0,
713,Odisha,"08/2022
06/2022",52.0,
714,Odisha,"09/2022
06/2022",88.0,
715,Odisha,"01/2014
01/2014",56.0,
716,Odisha,"04/2023
04/2023",86.0,
717,Odisha,"09/2022
12/2023",31.0,
718,Odisha,"08/2024
09/2025",0.0,
719,Odisha,"08/2024
09/2025",0.0,
720,Odisha,"04/2023
10/2025",5.5,
721,Odisha,"08/2023
04/2025",10.5,
722,Odisha,"08/2024
04/2026",0.0,
723,Odisha,"08/2024
08/2025",0.0,
724,Odisha,"03/1994
03/2001",92.0,
725,Odisha,"03/2004
12/2004",56.0,
726,Odisha,"10/2015
04/2015",95.0,
727,Odisha,"12/2015
12/2015",74.6,
728,Odisha,"11/2015
12/2015",59.0,
729,Odisha,"07/2013
12/2015",89.0,
730,Odisha,"07/2017
04/2023",1.97,
731,Odisha,"02/2018
12/2023",23.1,
732,Odisha,"09/2018
09/2019",0.0,
733,Odisha,"09/2022
05/2025",5.0,
734,Offshore,"08/2015
03/2011",75.0,
735,PAN India,"06/2020
04/2023",48.0,
736,Punjab,"NA
10/2022",0.0,
737,Punjab,"03/2019
12/2022",57.0,
738,Rajasthan,"01/2023
01/2023",73.0,
739,Rajasthan,"09/2022
06/2023",0.0,
740,Rajasthan,"02/2024
02/2024",8.0,
741,Rajasthan,"02/2024
02/2024",12.0,
742,Rajasthan,"01/2024
01/2024",90.0,
743,Rajasthan,"04/2025
04/2025",0.0,
744,Rajasthan,"03/2019
04/2024",15.0,
745,Rajasthan,"03/2022
04/2020",49.5,
746,Rajasthan,"04/2019
04/2019",94.0,
747,Rajasthan,"02/2024
04/2023",19.0,
748,Rajasthan,"06/2022
02/2021",54.0,
749,Rajasthan,"11/2021
01/2022",98.0,
750,Rajasthan,"12/2022
01/2023",72.0,
751,Tamil Nadu,"11/2007
11/2008",99.9,
752,Tamil Nadu,"05/2022
10/2022",0.0,
753,Tamil Nadu,"12/2017
07/2018",0.0,
754,Tamil Nadu,"04/2011
09/2016",0.0,
755,Telangana,"08/2023
04/2025",0.05,
756,Telangana,"07/2016
02/2023",90.0,
757,Telangana,"09/2017
07/2017",0.0,
758,Telangana,"07/2016
01/2017",72.01,
759,Uttar Pradesh,"10/2018
03/2017",8.9,
760,Uttar Pradesh,"08/2019
03/2017",4.0,
761,Uttar Pradesh,"10/2024
10/2025",2.42,
762,Uttar Pradesh,"10/2023
11/2023",23.8,
763,Uttar Pradesh,"08/2023
01/2025",17.0,
764,Uttar Pradesh,"10/2022
05/2024",0.5,
765,Uttar Pradesh,"03/2023
02/2025",10.5,
766,Uttar Pradesh,"11/2017
07/2019",88.4,
767,Uttar Pradesh,"11/2017
03/2017",70.0,
768,Uttar Pradesh,"03/2017
11/2017",86.0,
769,Uttar Pradesh,"04/2019
10/2020",78.0,
770,Uttar Pradesh,"12/2015
03/2016",71.0,
771,Uttar Pradesh,"04/2019
09/2020",83.0,
772,Uttar Pradesh,"07/2020
04/2021",9.0,
773,Uttar Pradesh,"03/2018
03/2017",96.5,
774,Uttar Pradesh,"01/2019
04/2017",77.0,
775,Uttar Pradesh,"04/2020
02/2021",36.0,
776,Uttarakhand,"11/2016
08/2018",74.0,
777,West Bengal,"07/2015
11/2005",74.5,
778,West Bengal,"03/2001
02/2008",96.9,
779,West Bengal,"03/2010
10/2011",86.6,
780,West Bengal,"12/2010
12/2010",16.0,
781,West Bengal,"03/2024
12/2024",50.0,
782,West Bengal,"03/2010
04/2010",51.0,
783,West Bengal,"11/2010
03/2010",32.0,
784,West Bengal,"03/2010
03/2010",17.0,
785,"Andaman &
Nicobar","02/2018
03/2024",78.01,
786,"Andaman &
Nicobar","02/2018
05/2024",47.28,
787,"Andaman &
Nicobar","03/2015
05/2024",12.64,
788,Andhra Pradesh,"12/2021
09/2022",100.0,
789,Andhra Pradesh,"03/2023
03/2024",100.0,
790,Andhra Pradesh,"03/2022
05/2023",73.46,
791,Andhra Pradesh,"03/2020
11/2021",69.62,
792,Andhra Pradesh,"03/2023
12/2024",82.57,
793,Andhra Pradesh,"10/2024
09/2025",40.49,
794,Andhra Pradesh,"10/2024
07/2025",20.94,
795,Andhra Pradesh,"03/2023
02/2024",95.94,
796,Andhra Pradesh,"11/2016
05/2017",91.9,
797,Andhra Pradesh,"10/2022
11/2023",79.5,
798,Andhra Pradesh,"12/2021
05/2022",82.0,
799,Andhra Pradesh,"10/2024
08/2025",18.72,
800,Andhra Pradesh,"10/2024
08/2025",20.63,
801,Andhra Pradesh,"12/2022
03/2024",99.64,
802,Andhra Pradesh,"10/2024
04/2025",36.82,
803,Andhra Pradesh,"03/2022
10/2024",88.25,
804,Andhra Pradesh,"03/2018
09/2018",100.0,
805,Andhra Pradesh,"03/2022
01/2023",98.63,
806,Andhra Pradesh,"03/2022
09/2023",99.45,
807,Andhra Pradesh,"01/2022
01/2023",99.06,
808,Andhra Pradesh,"03/2021
07/2022",94.65,
809,Andhra Pradesh,"01/2024
04/2025",22.55,
810,Andhra Pradesh,"03/2018
08/2018",98.52,
811,Andhra Pradesh,"02/2016
05/2016",100.0,
812,Andhra Pradesh,"03/2017
09/2017",98.4,
813,Andhra Pradesh,"08/2016
01/2017",98.2,
814,Andhra Pradesh,"03/2016
09/2016",98.6,
815,Andhra Pradesh,"03/2023
01/2025",13.0,
816,Andhra Pradesh,"04/2020
11/2023",43.22,
817,Andhra Pradesh,"08/2020
10/2022",91.25,
818,Andhra Pradesh,"08/2020
07/2022",100.0,
819,Andhra Pradesh,"08/2020
09/2021",91.5,
820,Andhra Pradesh,"08/2020
03/2021",100.0,
821,Andhra Pradesh,"01/2018
10/2020",66.05,
822,Andhra Pradesh,"02/2021
06/2023",92.14,
823,Andhra Pradesh,"11/2020
10/2022",99.46,
